Keyword,Count
pleased institutionâ,1
institutionâ efforts,1
pleased,1
institutionâ,1
kids staff,1
adjuncts offer,1
help kids,1
kids,1
make healthy,1
housing healthy,1
meals training,1
training sessions,1
offer meal,1
campus adjuncts,1
emergency funds,1
subsidize healthy,1
need housing,1
pantry month,1
expand housing,1
staff accommodate,1
campus subsidize,1
heavily subsidize,1
campus produce,1
pantries satellite,1
adjunct pay,1
raise adjunct,1
pay nice,1
students college,1
permanent pantries,1
satellite campuses,1
training,1
make price,1
charged food,1
salary campus,1
let faculty,1
nice cafe,1
cafe food,1
easy access,1
apply resources,1
access options,1
low salary,1
food match,1
employee allowance,1
outside help,1
assistance outside,1
ask assistance,1
solve food,1
gave thought,1
involve faculty,1
storage bins,1
food storage,1
folks supports,1
university aware,1
community support,1
university community,1
campus families,1
feed campus,1
improve student,1
student campus,1
apartments student,1
including food,1
classes,1
extra,1
taking extra,1
extra classes,1
offer emergency,1
funds students,1
nmhu great,1
yearly cost,1
food college,1
college students,1
reopen eatery,1
eatery,1
eatery offer,1
living increase,1
yearly,1
stocked pantry,1
working hard,1
working,1
hard,1
liveable wages,1
wages employees,1
pay liveable,1
pantry make,1
help provide,1
water sources,1
assets community,1
keeping food,1
city stakeholders,1
make city,1
students come,1
paying admins,1
professors students,1
spaces campus,1
funding issues,1
spaces,1
use assets,1
assets,1
services campus,1
campus safe,1
provide funding,1
healthy dining,1
dining option,1
option campus,1
students don,1
charge campus,1
society university,1
society,1
extend society,1
think problems,1
class hungry,1
come class,1
grow food,1
cafe provide,1
funding reopen,1
reopen school,1
staff livable,1
time staff,1
campus requirement,1
cupboard fruit,1
fruit food,1
increases,1
wage taxes,1
dollars hour,1
continue providing,1
providing resources,1
food lower,1
priced students,1
meet inflation,1
inflation pay,1
highlands,1
satellites,1
satellites prominent,1
highlands satellites,1
grow,1
continue grow,1
better admin,1
campuses offer,1
main,1
emails available,1
subsidy unmh,1
unmh patients,1
community gardens,1
unmh,1
food limited,1
maybe emails,1
employees including,1
campus takes,1
bring insecurities,1
insecurities attention,1
attention,1
address campus,1
awareness lobopantry,1
lobopantry aware,1
cafeteria subsidy,1
contracts adjuncts,1
lobopantry,1
advertise better,1
provide discounts,1
wage teach,1
faculty living,1
food stipend,1
stipend university,1
pay people,1
support mechanisms,1
grad tas,1
provide healthier,1
subsidizing healthier,1
campus subsidizing,1
higher wage,1
wage increase,1
adjuncts wage,1
resources support,1
increase adjunct,1
criteria unm,1
contract temporary,1
centralize school,1
hire students,1
workers unm,1
unm meal,1
rehired position,1
adjuncts fair,1
rehired,1
enhance campus,1
salary effectively,1
pay student,1
paying debt,1
student loans,1
debt scrounging,1
employee survive,1
school provide,1
garden greenhouse,1
pantries think,1
petition state,1
education food,1
healthy cafeteria,1
better staff,1
pantry better,1
wages salary,1
state increase,1
adjuncts tas,1
garden cooperatively,1
tas gas,1
employees better,1
ebt card,1
house ebt,1
ebt,1
greenhouse campus,1
discounts food,1
bank popular,1
vegetables,1
enhancing food,1
remove shame,1
gallup campus,1
pantry gallup,1
ask students,1
establish college,1
university establish,1
continue enhancing,1
enlarge cupboard,1
wasted food,1
food waste,1
waste people,1
plan food,1
waste,1
inflation rate,1
encourage use,1
cupboard encourage,1
campus health,1
living standards,1
campus dorms,1
homeless old,1
campus business,1
business hours,1
shiprock site,1
shiprock,1
wages meet,1
regular food,1
prices bit,1
bit,1
cafe cafeteria,1
nutritious fruit,1
fruit week,1
small nutritious,1
higher inflation,1
increase higher,1
affordable make,1
professors,1
plans housing,1
safer housing,1
lot students,1
students doing,1
offering lot,1
junt professors,1
offer health,1
raise faculty,1
professors honestly,1
escalating costs,1
medical care,1
100 medical,1
care escalating,1
housing money,1
subsidize meal,1
food staff,1
adjunct professor,1
campus service,1
cafeteria provide,1
yearly adjustment,1
adjustment pay,1
advisors deserve,1
advisors paid,1
save gas,1
employees travel,1
rates employees,1
raise diem,1
lunch meal,1
free lunch,1
salaries respectable,1
faculty salaries,1
campus family,1
la posada,1
posada,1
earner households,1
pay livable,1
parking pension,1
pay parking,1
pay low,1
pension,1
pay wages,1
wages line,1
employees rent,1
salary month,1
remove salary,1
food stuff,1
departmental food,1
staff campus,1
free childcare,1
rent burdened,1
students available,1
housing subsidies,1
staff student,1
needed campus,1
food delivered,1
form food,1
address discretely,1
delivered individual,1
affordable staff,1
faculty members,1
events pantry,1
members commute,1
residence capacity,1
extra residence,1
solution housing,1
faculty salary,1
salary consistent,1
childcare,1
steady cafeteria,1
cafeteria healthy,1
soup kitchen,1
living city,1
city want,1
equitable pay,1
pay practices,1
practices,1
campus security,1
having campus,1
steady availability,1
community soup,1
albuquerque provide,1
unm community,1
city albuquerque,1
resources unhoused,1
options restaurants,1
stable jobs,1
food clothing,1
pantry healthy,1
clothing pantry,1
outreach,1
outreach program,1
community outreach,1
providing living,1
stocking food,1
pantry providing,1
benefits cover,1
employee benefits,1
cnm employee,1
unm abq,1
abq community,1
pantries contribute,1
salaries pace,1
meals needed,1
visited students,1
cost la,1
reduced costs,1
branch campuses,1
work week,1
shorter work,1
week,1
shorter,1
cost healthy,1
costs food,1
save food,1
school change,1
change,1
œå çº,1
œå,1
äººå,1
ÿå œå,1
waste bin,1
food groceries,1
students share,1
availability social,1
pantries campus,1
opportunity students,1
housing married,1
married students,1
social work,1
increase availability,1
gardens greenhouses,1
groceries waste,1
greenhouses,1
run gardens,1
student run,1
campus tuition,1
think meals,1
tuition raising,1
äººå çš,1
cheaper foods,1
foods options,1
low salaries,1
university needs,1
pantries various,1
locations need,1
costs low,1
low,1
offer employees,1
salad bar,1
provide opportunities,1
bar campus,1
meal option,1
option salad,1
resources struggling,1
struggling,1
resources campus,1
mexico benefits,1
control residents,1
benefits students,1
rent control,1
meals cheaper,1
availability good,1
decent availability,1
loan,1
lstudent loan,1
build faculty,1
living options,1
current dorms,1
students rent,1
resources information,1
affordable accessible,1
care affordable,1
food shelter,1
dorms homeless,1
salary help,1
needy,1
house near,1
expensive meal,1
expensive,1
accommodation arrangement,1
arrangement,1
campuses shuttle,1
safe house,1
collegeâ role,1
allowance accommodation,1
think collegeâ,1
collegeâ,1
role responsibility,1
responsibility,1
faculty canteen,1
faculty apartment,1
living allowance,1
require thought,1
balanced diet,1
campus garden,1
balanced,1
food subsidies,1
safe food,1
buy safe,1
cafeteria offerings,1
quality cafeteria,1
residence hall,1
path food,1
site campus,1
hope improved,1
improved,1
foods campus,1
hot foods,1
free hot,1
canteen provided,1
apartment building,1
meals include,1
liveathome,1
different healthy,1
fresher different,1
restaurant campus,1
getting restaurant,1
restaurant,1
ngyourownfood liveathome,1
ngyourownfood,1
vegetables grains,1
public assistance,1
regular access,1
agency staff,1
staff help,1
ban genetically,1
modified foods,1
help social,1
school community,1
work social,1
organizations opportunities,1
provide time,1
time positions,1
positions,1
schools provide,1
access especially,1
especially students,1
safety,1
regularly review,1
safety issues,1
review campus,1
insecurity monitored,1
mind,1
food accommodation,1
diet,1
housing allowance,1
reduce ban,1
dining options,1
stocked food,1
sanitary,1
needs colleges,1
agency resources,1
colleges,1
walkable campus,1
options walkable,1
supplies students,1
meals day,1
afford children,1
self sufficient,1
children self,1
meals lunch,1
supply hot,1
sanitary supplies,1
daily lunches,1
wages based,1
classrooms reach,1
provided lapo,1
lapo,1
doing lot,1
pantry main,1
community resources,1
presentations classrooms,1
classrooms,1
living expense,1
presentations,1
good departments,1
allocation resources,1
departments instead,1
allocating resources,1
expense increase,1
office cafeteria,1
office,1
nutritious food,1
inspection supervision,1
buffet style,1
buffet,1
options community,1
hours availability,1
broaden hours,1
service broaden,1
inspection,1
outside campus,1
supervision,1
la renta,1
si pudieran,1
renta,1
ayudar la,1
pudieran ayudar,1
like buffet,1
market vouchers,1
grocery store,1
local grocery,1
voucher local,1
voucher,1
use,1
deli,1
cafeteria deli,1
use cafeteria,1
cnm does,1
job cnm,1
pets,1
food pets,1
dormitories cafeteria,1
college dormitories,1
build college,1
genetically modified,1
implement way,1
provide support,1
pantrys,1
homeless exchange,1
actually affordable,1
resource,1
staff living,1
pantry addressing,1
food pantrys,1
struggle students,1
ways provide,1
prefer student,1
student receive,1
assistance job,1
fresh foods,1
campus pantry,1
foods fruits,1
students homeless,1
campus think,1
lower erb,1
home ec,1
job people,1
decent job,1
doing decent,1
people just,1
education empowers,1
empowers people,1
nmsu does,1
school needs,1
think nmsu,1
pantry nmsu,1
assist nmsu,1
nmsu community,1
university offer,1
employees cheaper,1
vegetables campus,1
attain food,1
cupboard public,1
food cards,1
tiny house,1
project,1
tiny,1
measures campus,1
good measures,1
cards employees,1
housing communigty,1
make campus,1
communigty,1
cost safe,1
meals needy,1
drive free,1
frequent drive,1
needy students,1
house project,1
places sell,1
sell food,1
livable,1
increase livable,1
housing crisis,1
employees current,1
pay employers,1
good company,1
company,1
company run,1
run cafeteria,1
vendor,1
kitchen,1
dining area,1
kitchen dining,1
vendor kitchen,1
erb,1
raise staff,1
implement,1
cnm identified,1
planting food,1
food crops,1
program planting,1
crops,1
planting,1
identified needs,1
needs track,1
items westside,1
produce food,1
available purchase,1
live dorm,1
dorm low,1
low price,1
subsidize food,1
food items,1
westside food,1
housing better,1
provide stability,1
way reach,1
investing student,1
meals investing,1
investing,1
extend hours,1
pantry extend,1
stability time,1
hope free,1
difficult,1
cost nutrition,1
nutrition packages,1
schools offering,1
living conditions,1
students good,1
students subsidize,1
dorms cafeteria,1
funding build,1
cafeteria build,1
faculty students,1
campus pricing,1
living campus,1
house campus,1
housing meal,1
reopen cafeteria,1
land sfcc,1
morning classes,1
sfcc,1
surrounding campus,1
campus investment,1
refer nmsu,1
education expect,1
expect,1
university associated,1
owned housing,1
resource students,1
charge,1
pay charge,1
pay base,1
better compensation,1
base faculty,1
lowering cost,1
housing supply,1
advocating,1
advocating rent,1
start advocating,1
fair living,1
employees fair,1
classes begin,1
serve breakfast,1
near,1
