Keyword,Count
range food,1
need consistent,1
consistent food,1
exp,1
options small,1
options cafe,1
cafe great,1
salad actual,1
healthy salad,1
cafeteria hungry,1
options welcome,1
time cafe,1
think offered,1
carbohydrates lots,1
food needed,1
afford hungry,1
convenient food,1
great options,1
needs work,1
selections nice,1
healthy selections,1
looking,1
looking healthy,1
does looking,1
like healthy,1
eat home,1
facultyh,1
options facultyh,1
community,1
quality variety,1
increase,1
increase quality,1
broader community,1
healthy heart,1
food cheap,1
hospital cafeteria,1
cafeteria afford,1
specially close,1
close cent,1
cent building,1
scare,1
foods fresh,1
itâ ok,1
obtain food,1
mainly expensive,1
fast foods,1
low,1
low availability,1
low sugar,1
eggs items,1
sugar healthy,1
healthy expensive,1
hard,1
hard access,1
access expensive,1
quality needed,1
costs wish,1
near,1
offered near,1
near expensive,1
gotten high,1
high price,1
imited,1
campus unfamiliar,1
generally purchase,1
tastier foods,1
club,1
posada sub,1
sub university,1
campus generally,1
scarcely,1
expensive fast,1
options slim,1
wish cafeteria,1
options high,1
good foods,1
plentiful,1
plentiful choices,1
food including,1
wish discounts,1
discounts,1
pay range,1
discounts lower,1
lower pay,1
variety cost,1
organic local,1
quality organic,1
foods expensive,1
shop restaurant,1
lacking vendor,1
cafeteria better,1
options lacking,1
vendor available,1
extremely lacking,1
choices available,1
pantry stocked,1
good pantry,1
want eat,1
cost higher,1
kitchen does,1
food affordability,1
somewhat expensive,1
available somewhat,1
available afford,1
improved semester,1
kitchen serves,1
delicious meals,1
balanced delicious,1
access limited,1
food access,1
provider having,1
provider,1
single provider,1
explore,1
don explore,1
campus spread,1
campus access,1
like nutritious,1
diverse affordable,1
choice variety,1
healthy location,1
court cafeteria,1
market campus,1
food share,1
students food,1
actually nutritious,1
strange college,1
hours strange,1
places limited,1
college town,1
meals available,1
choices hours,1
caffeteria offering,1
campus caffeteria,1
went meals,1
edible,1
uninspiring edible,1
increasing demand,1
work sjc,1
expensive easily,1
received,1
high received,1
quality terrible,1
students think,1
community college,1
reduced lunch,1
students community,1
better students,1
brought nutritious,1
town campus,1
primarily students,1
campus town,1
campus primarily,1
availability affordable,1
excellent availability,1
support campus,1
awesome,1
awesome needed,1
years,1
better years,1
limited better,1
underused,1
idea underused,1
expensive use,1
purchasing healthy,1
vending area,1
believe expensive,1
college increased,1
demand healthy,1
increased food,1
rarely purchase,1
options tends,1
tends pricey,1
students aren,1
aren campus,1
dining services,1
students free,1
variety expensive,1
usually don,1
especially healthy,1
healthy ones,1
eat salads,1
balanced nutrition,1
subsidized,1
subsidized price,1
campus community,1
vegetables campus,1
needed students,1
ideal needed,1
great ideal,1
processed unhealthy,1
nice vending,1
cafeteria good,1
heard meals,1
meals cost,1
options pricey,1
restaurant cafe,1
scare specially,1
agree,1
cafeteria tends,1
like probiotics,1
fruit fridge,1
fridge salads,1
nmsu las,1
meals typically,1
restaurant meals,1
campus restaurant,1
campus meals,1
cream cheese,1
bagel,1
nearly bagel,1
bagel cream,1
pickles sauerkraut,1
probiotics,1
probiotics foods,1
serve unhealthy,1
campus similar,1
cost nutritious,1
independent restaurants,1
cafeteria buffet,1
bring salads,1
nutritious affordable,1
salads chicken,1
far limited,1
pandemic,1
choices pandemic,1
need available,1
wish selection,1
food dining,1
salads yogurt,1
days salads,1
cost campus,1
campus cost,1
serves healthy,1
coffee shop,1
small coffee,1
enrollment,1
affects enrollment,1
food sfcc,1
hire,1
sfcc looking,1
service hire,1
benefit wasn,1
benefit,1
ashamed food,1
food insecurities,1
need campus,1
abysmal,1
machines gadsden,1
gadsden campus,1
believe campus,1
aggie pantry,1
resources campus,1
hot,1
miss,1
miss hot,1
hot meals,1
variety campus,1
options extremely,1
campus reason,1
kinds foods,1
availability purchase,1
lack availability,1
project,1
average taste,1
welldone,1
123,1
ensure intake,1
elements vitamins,1
calcium iron,1
vitamins,1
intake calcium,1
richer variety,1
schools,1
schools provide,1
pressure,1
relieve,1
pressure life,1
relieve pressure,1
life,1
impeccable,1
good impeccable,1
provides fresh,1
fruits reassuring,1
healthy vegetables,1
gets better,1
variety soon,1
satisfying,1
times locations,1
availability times,1
poor availability,1
good project,1
safeandreliable,1
makes,1
just feel,1
easier,1
easier work,1
makes easier,1
variety purchased,1
purchased school,1
sfcc needs,1
okay better,1
better expensive,1
bit expensive,1
availability improve,1
improve healthy,1
campus begun,1
food distribution,1
providing frozen,1
choices healthy,1
dsaavzxfv,1
food miles,1
buen,1
recurso,1
es buen,1
buen recurso,1
good convenient,1
convenient eat,1
lower,1
available lower,1
lower costs,1
vxcv,1
shop sporadically,1
really food,1
food drinks,1
dining fast,1
drive,1
convenience,1
lunch preference,1
healthy vegetarian,1
healthier campus,1
free foods,1
access gluten,1
local school,1
unm hostage,1
want salad,1
salad instead,1
food come,1
come campus,1
lunch like,1
available lunch,1
tends expensive,1
available tends,1
eating costly,1
intern,1
student intern,1
intern discount,1
kind,1
cafeteria kind,1
foods easily,1
wish bit,1
bit variety,1
quality options,1
horrible limited,1
main dining,1
limited vegan,1
use campus,1
food junk,1
garden,1
produce students,1
community garden,1
options school,1
school law,1
generally buy,1
university,1
job faculty,1
items overpriced,1
meal cost,1
unm need,1
don buy,1
expensive students,1
itâ okay,1
campus buying,1
buying food,1
available hospital,1
healthy fast,1
sub needs,1
cooked cheaper,1
campus home,1
home cooked,1
like accessible,1
food sub,1
campus teach,1
morning class,1
vegan vegetarian,1
need expensive,1
drinks,1
obtaining food,1
healthish,1
cafeteria doesn,1
healthish food,1
store cafeteria,1
candy soda,1
candy,1
joke,1
joke candy,1
soda machines,1
campus cater,1
kitchen campus,1
eatery providing,1
hours cafeteria,1
isn available,1
food isn,1
diet restrictions,1
donâ operating,1
camputer,1
operating cafeteria,1
cafeteria camputer,1
improvement coffee,1
needs improvement,1
rarely meal,1
bring meals,1
lack food,1
base diet,1
nuts meats,1
ate,1
jmmc campus,1
expensive options,1
zero food,1
available mercado,1
raised prices,1
prices healthy,1
good quality,1
beverages,1
purchase beverages,1
like vendors,1
possible place,1
place,1
limited selections,1
college students,1
students unm,1
kitchen staff,1
gives meals,1
meals free,1
free campus,1
wish vegetarian,1
vegetarian choices,1
options fresh,1
soup bar,1
fruit sald,1
sald soup,1
need open,1
open staff,1
faculty closed,1
cafeteria option,1
available jmmc,1
size,1
